doc_index,entity_group,entity_text
2946,ORG,Rewatt Inc.
2946,ORG,.
2946,ORG,Comcast
2946,ORG,.
2946,ORG,RetirementHomeTV
2946,ORG,Comcast
2946,ORG,.
2946,ORG,.
2946,ORG,.
2946,ORG,Comcast
2946,ORG,Rewatt Inc.
2946,ORG,Comcast
2946,ORG,Comcast
2946,ORG,.
2947,ORG,Comcast
2947,ORG,Comcast
2949,ORG,Comcast
2949,ORG,Comcast
2949,ORG,Comcast
2950,ORG,Comcast
2951,ORG,Comcast
2951,ORG,Comcast
2951,ORG,Dish
2952,ORG,Comcast
2952,ORG,Comcast
2952,ORG,Comcast
2952,ORG,Comcast
2953,ORG,Comcast
2954,ORG,Comcast
2954,ORG,Comcast
2954,ORG,Comcast
2955,ORG,Comcast
2955,ORG,Comcast
2955,ORG,Comcast
2955,PER,Leonard
2955,ORG,FCC
2956,ORG,NBC
2956,ORG,Comcast
2956,MISC,Super Bowl
2956,ORG,NBC
2956,ORG,49ers
2956,MISC,The Voice
2956,MISC,The Biggest Loser
2956,ORG,.
2956,MISC,Kentucky Derby
2956,ORG,NBC
2959,ORG,Comcast
2960,ORG,Comcast
2961,ORG,Comcast
2962,ORG,Comcast
2962,PER,Christopher
2962,MISC,TV
2962,ORG,Comcast
2963,ORG,Comcast
2964,ORG,Comcast
2964,ORG,COMCAST
2964,ORG,AT&T
2965,ORG,Comcast
2965,ORG,Comcast
2965,ORG,Comcast
2965,ORG,Comcast
2965,LOC,USA
2965,ORG,Comcast
2966,ORG,Comcast/Xfinity
2967,ORG,Comcast
2967,ORG,Comcast
2967,MISC,time
2967,PER,Charlene
2967,MISC,Blast Speed
2967,PER,Michael
2967,PER,Charlene
2967,ORG,Comcast
2967,ORG,Comcast
2967,PER,Shah
2967,ORG,Comcast
2967,PER,Michael
2967,PER,Charlene
2967,PER,Donte
2967,PER,Donte
2968,ORG,Comcast
2968,ORG,Comcast Chat
2968,MISC,HBO
2968,MISC,Streampix
2968,MISC,HBO
2968,MISC,streamp
2968,ORG,COMCAST
2968,MISC,ECONOMY
2968,ORG,Comcast
2968,LOC,US
2969,ORG,Comcast
2969,MISC,The
2969,ORG,Shield
2969,ORG,FX
2970,ORG,Comcast
2971,ORG,Comcast
2971,MISC,HBO
2971,MISC,Go
2971,MISC,Internet
2971,ORG,HBO
2971,LOC,Alphretta
2971,LOC,GA
2971,ORG,DISH
2971,ORG,Comcast
2971,MISC,Internet
2971,ORG,Xfinity
2971,MISC,HBO On The Go
2971,ORG,Comcast
2971,ORG,Comcast
2973,ORG,Comcast
2973,LOC,Western Mass
2973,ORG,AT&T
2973,ORG,DirecTV
2973,ORG,Comcast
2973,LOC,Western Mass
2974,ORG,Comcast
2974,ORG,xfinity
2974,ORG,comcast
2974,ORG,BBB
2974,ORG,FCC
2975,ORG,Xfinity
2975,ORG,Xfinity
2976,ORG,Comcast
2976,ORG,Verizon
2976,ORG,Comcast
2976,ORG,Verizon
2976,ORG,BBB
2976,ORG,FTC
2977,ORG,Comcast
2977,MISC,Internet
2977,MISC,Play
2977,ORG,Comcast
2977,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Comcast
2978,ORG,Billing
2979,ORG,Comcast
2979,LOC,Philippines
2980,PER,James
2980,ORG,Comcast
2980,ORG,Comcast
2980,ORG,Comcast
2982,ORG,Comcast x1
2983,ORG,COMCAST
2984,ORG,Comcast
2984,ORG,Comcast
2984,ORG,Comcast
2985,ORG,Comcast
2985,ORG,Comcast
2986,ORG,Better Business Bureau
2987,MISC,AFC
2987,ORG,Comcast
2987,ORG,Comcast
2988,ORG,Comcast
2989,ORG,Comcast
2990,ORG,Comcast
2990,ORG,.
2991,ORG,Comcast
2991,ORG,Thane
2991,ORG,DISH Network
2991,ORG,Comcast
2992,ORG,Comcast
2992,ORG,Comcast
2992,ORG,Comcast
2993,ORG,Verizon
2993,ORG,Comcast
2993,ORG,Comcast
2994,ORG,Comcast
2994,MISC,Internet
2994,ORG,Comcast
2994,ORG,Comcast
2995,ORG,Comcast
2995,ORG,Capital One
2995,ORG,Comcast
2995,ORG,Capital One
2995,ORG,Comcast
2995,ORG,Capital One
2995,ORG,Comcast
2995,ORG,Comcast
2995,ORG,Comcast
2995,ORG,FCC
2995,ORG,Comcast
2995,ORG,Warner Cable
2996,ORG,Comcast
2996,MISC,X1
2997,ORG,comcast
2997,ORG,comcast
2997,ORG,Comcast
2998,ORG,Comcast
2998,ORG,Comcast
2998,PER,Tamia
3000,ORG,Comcast
3000,MISC,Internet
3000,ORG,Comcast
3000,MISC,Xfinity
3000,MISC,Xfinity
3000,ORG,Netflix
3000,ORG,WOW
3000,ORG,FCC
3000,ORG,Comcast
3000,ORG,FCC
3001,ORG,Xfinity
3002,ORG,Comcast
3002,ORG,Comcast
3002,ORG,The UPS
3002,ORG,Comcast
3002,ORG,Comcast
3002,ORG,Comcast
3003,ORG,Comcast
3003,ORG,Comcast
3003,ORG,Comcast
3003,ORG,Comcast
3004,ORG,Comcast
3004,ORG,Comcast
3004,ORG,Comcast
3004,ORG,Customer Service
3004,ORG,Comcast
3004,ORG,Comcast
3005,ORG,Comcast
3005,ORG,Comcast
3006,ORG,Comcast
3006,ORG,Comcast
3006,ORG,Comcast
3006,ORG,Comcast/Xfinity
3007,ORG,Comcast
3007,ORG,EPB
3008,ORG,Comcast
3008,ORG,Comcast
3008,ORG,essentials
3008,LOC,Modesto
3008,LOC,Princeton ave
3008,ORG,Comcast
3008,ORG,Comcast
3008,ORG,Comcast
3008,PER,Nereida
3008,ORG,Comcast
3008,ORG,Comcast
3008,ORG,Comcast
3008,ORG,Comcast
3009,ORG,Comcast
3010,ORG,Comcast
3011,ORG,XFinity bundled Services
3012,ORG,VRU
3012,LOC,India
3012,MISC,English
3014,LOC,Boston
3014,LOC,MA
3014,LOC,Fort Wayne
3014,LOC,IN
3014,ORG,Comcast
3014,ORG,Comcast
3014,ORG,Allconnect
3014,ORG,Allconnect
3014,ORG,Comcast
3014,MISC,xfinity HD
3014,ORG,Comcast
3014,ORG,allconnect
3014,ORG,Comcast
3014,ORG,Comcast
3014,ORG,Allconnect
3014,ORG,Comcast
3015,ORG,Comcast
3015,ORG,VERIZON
3016,ORG,Comcast
3016,ORG,Comcast
3016,MISC,Internet
3016,ORG,Comcast
3017,ORG,Comcast
3018,ORG,Comcast Services
3018,ORG,Comcast
3018,ORG,HBO
3018,ORG,Comcast
3018,ORG,Comcast
3018,ORG,Comcast
3018,ORG,Comcast
3019,ORG,Comcast
3019,ORG,Comcast
3019,ORG,Comcast
3020,ORG,Comcast
3020,MISC,Internet
3020,ORG,Comcast
3020,MISC,Ethernet
3020,MISC,DCIS 3
3020,MISC,EST
3020,MISC,EDT
3020,ORG,Comcast
3020,ORG,comcast
3020,ORG,Comcast
3020,ORG,YouTube
3020,MISC,DSL
3020,ORG,Comcast
3021,ORG,Comcast
3022,ORG,Comcast
3022,ORG,Comcast
3022,MISC,Orange
3022,ORG,Comcast
3022,MISC,Box
3022,ORG,Comcast
3022,MISC,Box
3022,MISC,Orange
3022,ORG,Comcast
3022,ORG,Skype
3022,ORG,Comcast
3022,ORG,Comcast
3022,ORG,Comcast
3023,ORG,Comcast
3023,ORG,Comcast
3025,ORG,Comcast
3025,ORG,Comcast
3025,ORG,Comcast
3025,ORG,DISH
3025,ORG,Comcast
3026,MISC,android
3027,ORG,Comcast
3027,ORG,Comcast
3027,ORG,Comcast
3027,ORG,Comcast
3028,ORG,Comcast
3028,ORG,Comcast
3028,ORG,Comcast
3028,ORG,Comcast
3028,ORG,Comcast
3028,ORG,Comcast
3028,ORG,Comcast
3029,ORG,Verizon
3029,MISC,FIOS
3030,MISC,Business Internet
3030,ORG,Comcast
3031,ORG,Comcast
3031,ORG,Comcast
3031,ORG,DISH
3031,ORG,DISH
3031,ORG,Comcast
3032,LOC,States
3033,ORG,Comcast
3033,ORG,Xfinity
3033,ORG,Comcast
3033,ORG,Comcast
3033,ORG,Comcast
3033,ORG,Xfinity
3033,ORG,Comcast
3034,ORG,Comcast
3034,ORG,Comcast
3034,ORG,Comcast
3034,ORG,Call Center
3034,PER,Brad
3034,ORG,AT&T
3034,ORG,Comcast
3034,ORG,AT&T
3034,ORG,Comcast
3035,ORG,Comcast Tech Support
3035,ORG,Comcast
3035,ORG,Support
3035,ORG,Comcast
3035,ORG,Comcast
3035,ORG,Comcast
3038,ORG,Comcast
3038,ORG,Comcast
3038,ORG,UPS
3038,ORG,Comcast
3038,ORG,Comcast
3038,ORG,Comcast
3038,ORG,UPS
3039,ORG,Comcast
3039,ORG,Comcast
3040,ORG,Comcast
3040,MISC,XFinity Plus XF Bundle
3040,MISC,.
3040,MISC,.
3041,ORG,Comcast
3041,ORG,Comcast
3041,ORG,Comcast
3043,ORG,Comcast
3044,ORG,xfinity/comcast
3044,MISC,internet Explorer
3044,PER,firkin
3044,ORG,xfinity
3045,ORG,Comcast
3045,ORG,comcast
3045,ORG,comcast
3046,ORG,HBO
3046,ORG,Shed
3046,ORG,Shed
3046,ORG,comcast
3046,LOC,India
3046,ORG,Home Depot
3047,MISC,TV
3048,ORG,Comcast
3048,ORG,comcast
3048,ORG,comcast
3048,ORG,att
3049,ORG,Comcast
3049,ORG,Comcast
3050,ORG,comcast
3050,ORG,Comcast
3050,LOC,players club parkway
3050,MISC,$
3050,ORG,comcast
3051,ORG,Comcast
3052,PER,.
3052,PER,.
3052,MISC,Americans
3052,LOC,Europe
3052,PER,.
3052,PER,.
3052,PER,Brian L. Roberts
3052,PER,.
3053,ORG,Comcast
3053,ORG,Comcast
3054,ORG,Comcast
3054,ORG,Comcast
3054,ORG,Billing
3054,PER,Geraldo
3054,PER,Rafael
3054,PER,Rafael
3054,PER,Rafael
3054,PER,Rafael
3054,PER,Rafael
3054,PER,Rafael
3054,PER,Rafael
3054,ORG,Comcast
3055,ORG,Comcast
3055,ORG,Comcast
3055,ORG,Skype
3055,ORG,Comcast
3055,LOC,India
3055,MISC,Triple Play
3055,ORG,Showtime
3055,ORG,U verse
3055,ORG,Comcast
3056,ORG,comcast
3058,ORG,Comcast
3058,ORG,Comcast
3058,ORG,DirecTV
3058,ORG,Comcast
3058,ORG,FiOS
3058,ORG,Comcast
3059,ORG,Comcast
3059,LOC,India
3059,ORG,Comcast
3060,ORG,Comcast
3060,ORG,C
3061,ORG,Comcast
3061,ORG,Comcast
3061,ORG,Comcast
3061,ORG,Comcast
3062,ORG,Comcast
3062,MISC,Internet
3062,MISC,TV
3062,MISC,English
3063,ORG,Comcast
3063,ORG,DirecTV
3063,ORG,Comcast
3063,ORG,Comcast
3063,ORG,DirecTV
3063,ORG,Comcast
3064,ORG,Comcast
3064,ORG,Comcast
3064,ORG,Comcast
3064,ORG,Comcast
3065,ORG,Comcast
3065,ORG,Comcast
3065,ORG,Comcast
3066,ORG,Comcast
3067,ORG,Comcast
3067,ORG,Comcast
3067,ORG,Comcast
3068,ORG,Comcast
3068,ORG,Comcast
3069,ORG,Comcast
3069,ORG,CC
3069,ORG,CC
3069,PER,Matthew
3069,PER,Matthew
3069,PER,Matthew
3069,ORG,CC
3070,ORG,Comcast
3070,MISC,Internet
3070,MISC,Internet
3070,MISC,Internet
3070,MISC,TV
3070,ORG,HBO
3070,MISC,Internet
3070,ORG,Comcast
3070,ORG,AT&T
3070,ORG,DirecTV
3070,ORG,Comcast
3071,ORG,Comcast
3072,ORG,Comcast
3072,ORG,Comcast
3072,ORG,Comcast
3072,ORG,Customer Service
3072,PER,Lynn
3072,ORG,Comcast
3072,PER,Dani
3072,PER,Tobias
3073,ORG,Comcast
3073,ORG,Comcast
3073,PER,Tim
3073,ORG,Technical Support
3073,ORG,Symantec
3074,ORG,Xfinity
3074,ORG,Comcast
3074,ORG,Xfinity
3074,ORG,Comcast
3076,ORG,Comcast
3076,ORG,Comcast
3077,ORG,Comcast
3077,MISC,TV
3077,ORG,Syfy Chanel
3077,MISC,CSI
3077,MISC,CSI
3078,ORG,Comcast
3078,ORG,Comcast
3078,ORG,Comcast
3078,ORG,Comcast
3079,ORG,Comcast
3079,ORG,Comcast
3079,ORG,DirecTV
3080,ORG,Comcast
3080,ORG,Comcast
3080,ORG,Comcast
3080,ORG,COMCAST
3081,ORG,Comcast
3081,PER,God
3082,ORG,Comcast
3082,ORG,Comcast
3083,ORG,Comcast
3083,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3084,ORG,Comcast
3085,ORG,Comcast
3086,ORG,Comcast
3086,MISC,WiFi
3086,ORG,Comcast
3087,ORG,Comcast
3087,ORG,Doctors
3087,PER,Hector
3087,PER,Alvin
3087,PER,Adam
3087,PER,Adam
3087,MISC,H1N
3088,ORG,Satellite
3088,LOC,Indiana
3089,LOC,Johns creek
3089,LOC,Suwanee
3089,ORG,Comcast
3089,ORG,comcast
3089,ORG,comcast
3090,ORG,Comcast
3090,ORG,Comcast
3090,ORG,Comcast
3091,ORG,Comcast
3091,ORG,Public Service Commission
3093,ORG,comcast
3093,ORG,Verizon
3094,ORG,Comcast
3094,ORG,EOB
3095,ORG,Time Warner Cable
3095,ORG,Comcast
3095,ORG,ComCast
3095,ORG,AT&T Uverse
3095,ORG,ComCast
3095,ORG,AT&T Uverse
3095,ORG,ComCast
3095,ORG,ComCast
3097,ORG,Comcast
3098,ORG,comcast
3098,ORG,comcast
3098,MISC,Summary
3099,ORG,Comcast
3099,ORG,AT&T
3099,ORG,Comcast
3099,PER,Tom Karinshak
3099,ORG,Experience
3099,ORG,Comcast
3099,ORG,Comcast
3099,PER,Tom
3100,PER,Joshua
3100,ORG,STV
3100,MISC,Hit
3100,PER,Denny
3100,PER,Edna
3100,PER,Ralph
3100,PER,Brian Roberts
3101,ORG,Comcast
3103,ORG,Comcast
3103,ORG,Comcast
3103,ORG,Fios
3103,ORG,Comcast
3105,MISC,SoAoo
3105,MISC,Internet
3105,PER,Corey
3106,LOC,Sarasota
3106,ORG,Comcast
3106,ORG,Comcast
3107,MISC,Blast
3107,ORG,Comcast
3107,MISC,Blast
3107,MISC,NBA TV
3107,ORG,Xfinity
3107,MISC,NBA TV
3107,MISC,NBA
3107,ORG,TV
3107,MISC,NBA TV
3107,MISC,NBA TV
3107,ORG,Xfinity
3107,MISC,NBA
3107,ORG,TV
3108,ORG,Comcast Business
3108,ORG,Comcast
3109,ORG,Comcast Cable Service/Xfinity
3109,MISC,X-1
3109,ORG,Verizon Fios
3110,LOC,Massachusetts
3110,ORG,Comcast
3110,ORG,Comcast
3110,ORG,Comcast
3110,ORG,Comcast
3111,ORG,Comcast
3111,MISC,X1 Platform
3112,ORG,Comcast
3113,PER,Luisa
3114,ORG,Comcast
3115,ORG,Comcast
3115,ORG,Comcast
3115,ORG,Comcast
3115,ORG,Comcast
3116,ORG,Comcast
3116,ORG,Comcast
3118,ORG,Comcast TV and Internet
3118,ORG,Comcast
3118,ORG,Comcast
3118,ORG,Comcast
3118,ORG,IDF
3118,ORG,Comcast
3119,ORG,Comcast/Xfinity
3121,ORG,Comcast/Xfinity
3121,ORG,Taco Bell
3122,ORG,Comcast
3122,MISC,DVR
3122,ORG,Comcast
3122,ORG,Comcast
3122,ORG,Comcast
3122,ORG,Comcast
3122,MISC,DVR
3123,MISC,Internet
3124,ORG,Comcast
3125,ORG,Comcast
3125,LOC,Atlanta
3125,ORG,At&t
3125,ORG,Comcast
3125,LOC,Russia
3125,LOC,China
3125,LOC,Lagos
3125,LOC,Nigeria
3126,ORG,Comcast
3129,ORG,Verizon
3129,ORG,Comcast
3129,ORG,Comcast
3129,ORG,Comcast
3129,ORG,Comcast
3129,ORG,Comcast
3129,ORG,Comcast
3129,ORG,Comcast
3129,ORG,Verizon
3129,ORG,Comcast
3129,ORG,Comcast
3130,ORG,Comcast
3131,ORG,Comcast
3131,ORG,Comcast
3131,ORG,AT&T
3131,ORG,Comcast
3131,ORG,AT&T
3131,ORG,Comcast
3132,ORG,comcast
3132,ORG,tivo
3132,ORG,comcast
3132,ORG,tivo
3132,ORG,comcast
3132,MISC,Indian
3132,ORG,tivo
3132,ORG,comcast
3132,PER,suzanna
3132,ORG,comcast
3133,ORG,Installation Review
3133,PER,Stephanie
3133,ORG,Comcast
3133,ORG,Comcast
3133,ORG,Corporate
3133,ORG,Comcast
3133,ORG,Comcast
3134,ORG,Comcast
3134,ORG,xfinity
3134,ORG,Comcast TV
3134,ORG,DISH
3135,ORG,ADT
3135,ORG,Comcast
3136,ORG,Comcast
3137,ORG,Comcast
3137,ORG,Verizon
3138,ORG,Activation
3138,ORG,Tech Support
3138,ORG,Activation
3139,ORG,Comcast
3139,PER,Alica
3139,ORG,Comcast
3139,ORG,Comcast
3140,ORG,hd
3140,MISC,TV
3140,ORG,Comcast
3141,ORG,Comcast
3142,LOC,WV
3142,ORG,Comcast
3142,ORG,Comcast
3142,ORG,Comcast
3142,ORG,Comcast
3142,ORG,Comcast
3143,ORG,Comcast
3143,ORG,Comcast
3143,ORG,Comcast
3143,ORG,Comcast
3144,ORG,comcast
3144,ORG,Verizon Fios
3144,ORG,Verizon FIOS
3145,ORG,Comcast
3145,ORG,Comcast
3146,ORG,Comcast
3147,ORG,Comcast
3148,ORG,Comcast
3148,LOC,Ventnor
3148,MISC,Internet
3148,MISC,Internet
3148,ORG,HBO
3149,ORG,Comcast
3150,MISC,I
3150,ORG,Comcast/xfinity
3151,MISC,X1 Xfinity
3151,ORG,Comcast
3152,MISC,American
3152,MISC,$
3153,ORG,Comcast
3153,ORG,State Attorney's Office
3154,ORG,Comcast
3154,ORG,DirecTV
3154,ORG,Xfinity
3154,ORG,Comcast
3155,ORG,Comcast
3155,ORG,Comcast
3155,ORG,comcast
3155,ORG,Comcast
3156,ORG,Comcast
3156,LOC,USA
3156,LOC,USA
3156,ORG,Comcast
3156,LOC,USA
3156,ORG,Comcast
3157,MISC,THANKSGIVING DAY
3158,ORG,Comcast
3158,ORG,.
3159,ORG,Comcast
3159,ORG,Comcast
3159,ORG,Comcast
3159,ORG,Comcast
3160,ORG,Comcast
3160,ORG,Comcast
3160,ORG,Comcast
3160,ORG,Comcast
3160,PER,Andrew
3160,ORG,Comcast
3160,PER,Andrew
3161,ORG,Comcast Cable
3161,LOC,Hartsfield Road
3161,ORG,Comcast
3161,LOC,Hartsfield Road
3161,PER,Tom **
3162,ORG,Comcast
3162,ORG,Comcast
3162,PER,Al Capone
3162,ORG,Comcast
3162,ORG,Comcast
3162,ORG,Comcast
3162,ORG,Comcast
3162,ORG,Comcast
3163,ORG,Comcast
3163,ORG,Comcast
3163,ORG,Comcast
3164,LOC,USA
3164,ORG,Comcast
3164,ORG,Dish
3166,ORG,Comcast
3166,LOC,Sacramento
3166,LOC,CA
3166,ORG,Comcast
3166,LOC,Sacramento
3166,ORG,AT&T
3166,ORG,Comcast
3166,ORG,Comcast
3166,LOC,Sacramento
3166,ORG,Comcast
3166,ORG,Comcast
3166,ORG,CNN
3166,ORG,BET
3166,ORG,BET
3167,LOC,Florida
3167,LOC,Sealy
3167,LOC,Texas
3167,ORG,Comcast
3167,ORG,Comcast
3167,ORG,UPS
3168,ORG,Comcast
3168,ORG,Comcast
3168,ORG,Comcast
3168,PER,April
3168,PER,Ted
3168,PER,Diane
3168,PER,Sonia
3168,PER,Sonia
3168,ORG,Comcast
3169,ORG,Comcast
3169,ORG,Comcast
3170,ORG,Comcast
3170,ORG,Comcast
3170,MISC,Internet
3170,MISC,Internet
3170,MISC,Internet
3170,ORG,Comcast
3170,MISC,Internet
3170,MISC,Internet
3170,ORG,Comcast
3170,ORG,Comcast
3170,ORG,Comcast
3171,ORG,BBB
3171,ORG,FTC
3171,ORG,Comcast
3171,ORG,Federal Trade Commission
3172,ORG,Comcast
3172,MISC,Wifi
3172,MISC,Windows 7
3172,MISC,Windows 7
3172,MISC,Windows 7
3173,ORG,Comcast
3173,PER,Byron
3174,PER,Allison
3174,PER,Allison
3174,PER,Allison
3177,ORG,Comcast
3177,ORG,Comcast
3177,ORG,Comcast
3177,ORG,Comcast
3177,LOC,Mexico
3177,ORG,Comcast
3177,ORG,Comcast
3177,ORG,Comcast
3177,ORG,Comcast
3178,ORG,Comcast
3179,ORG,Comcast
3179,MISC,English
3179,ORG,HBO
3179,ORG,Stars
3179,ORG,HBO
3179,ORG,Comcast
3179,ORG,HBO
3179,ORG,HBO
3179,MISC,On Demand
3179,MISC,English
3179,ORG,HBO
3179,ORG,HBO
3180,ORG,Xfinity
3180,ORG,Xfinity
3180,ORG,Comcast
3181,MISC,incident
3181,ORG,Comcast
3181,ORG,Comcast
3181,ORG,Comcast
3181,ORG,Comcast
3181,ORG,Comcast
3181,ORG,FCC
3181,MISC,American Disabilities Act
3182,ORG,Comcast
3182,MISC,Xfinity X One
3182,MISC,Red
3182,ORG,Zone
3182,ORG,Comcast
3182,ORG,Comcast
3182,MISC,x one
3182,ORG,Comcast
3183,ORG,Comcast
3183,ORG,Comcast
3183,ORG,Comcast
3183,ORG,Comcast
3183,ORG,Comcast
3183,ORG,Comcast
3184,ORG,Comcast
3184,MISC,ON Demand
3184,MISC,Alarm
3184,ORG,Comcast
3184,MISC,Alarm
3184,ORG,Comcast
3184,MISC,Alarm
3185,ORG,Comcast
3185,ORG,Comcast
3185,ORG,Loyalty
3185,ORG,AT&T U-
3186,ORG,Comcast
3186,MISC,Internet
3186,MISC,TV
3186,ORG,Comcast
3187,ORG,Comcast
3188,ORG,Comcast
3188,ORG,Dell
3188,ORG,Comcast
3188,ORG,International Channel
3188,ORG,International Channel
3188,ORG,Comcast
3191,ORG,Comcast
3192,ORG,Comcast
3192,MISC,DOSIS 3
3192,MISC,0
3192,ORG,Comcast
3192,ORG,Comcast
3193,ORG,Comcast
3193,ORG,Comcast
3193,MISC,The Blacklist
3193,ORG,Comcast Cable
3193,ORG,National GEO
3193,ORG,NAT GEO
3193,ORG,GOOGLE REVIEWS
3194,LOC,America
3194,MISC,Americans
3195,ORG,Comcast
3196,PER,Leslie
3196,ORG,Comcast
3196,ORG,Comcast
3196,PER,Diane
3196,ORG,Bryan Roberts
3196,ORG,Comcast
3196,LOC,US
3196,ORG,Bell Telephone
3196,PER,Diane
3196,PER,Diane
3197,ORG,Comcast
3197,ORG,Comcast
3197,ORG,Comcast
3197,ORG,Comcast
3198,MISC,Xbox
3198,ORG,Comcast
3198,ORG,Comcast
3198,ORG,Comcast
3198,PER,Ask
3198,ORG,Tom
3199,ORG,Comcast
3199,ORG,Wendy's
3199,ORG,comcast
3199,MISC,american
3200,ORG,Comcast
3201,ORG,Comcast
3201,ORG,Comcast Business class
3201,MISC,Contract
3202,ORG,Comcast
3202,ORG,comcast
3203,LOC,Denver
3203,LOC,CO
3203,ORG,"TV, Internet, and Home Security"
3203,ORG,Comcast
3203,PER,L
3203,PER,L
3203,PER,L
3203,ORG,Comcast
3203,ORG,Comcast
3203,PER,L
3204,ORG,Comcast
3204,ORG,Verizon
3204,ORG,Verizon
3204,ORG,Comcast
3204,ORG,HBO
3204,ORG,Comcast
3204,ORG,Verizon
3204,ORG,Comcast
3204,ORG,Comcast
3205,ORG,Comcast
3205,ORG,Comcast
3205,ORG,Comcast
3207,ORG,COMCAST
3207,ORG,Comcast
3207,ORG,COMCAST
3207,ORG,Comcast
3208,ORG,Comcast
3208,ORG,Comcast
3208,ORG,Comcast
3208,ORG,Comcast
3209,ORG,Comcast
3210,ORG,Comcast
3210,MISC,Xfinity
3210,MISC,Spanish
3210,MISC,Spanish
3210,MISC,Spanish
3210,ORG,Comcast
3210,ORG,comcast
3210,ORG,Verizon FiOS
3211,ORG,Comcast
3211,ORG,Comcast
3212,ORG,Comcast
3212,LOC,California
3212,MISC,DTA
3212,MISC,Digital Transport Adapter
3212,ORG,Comcast
3212,MISC,DTA
3212,ORG,Comcast
3212,ORG,SBE
3212,MISC,Certified
3212,MISC,CP
3212,ORG,BE
3212,ORG,Comcast
3212,MISC,DTAs
3212,MISC,DTA
3212,MISC,DTA
3212,ORG,Comcast
3213,ORG,AT&T
3213,LOC,Knoxville
3213,LOC,TN
3214,ORG,Comcast
3215,ORG,Comcast
3215,ORG,fios
3216,ORG,Comcast
3218,ORG,Comcast
3218,ORG,Comcast
3218,PER,Robin
3218,PER,Tianna
3218,ORG,Comcast
3218,PER,Charlie Herrin
3218,ORG,Comcast Customer Service
3219,ORG,Comcast
3219,ORG,Comcast
3220,ORG,Comcast
3220,ORG,Comcast
3220,ORG,Sharp
3220,ORG,RCA
3220,MISC,TV
3220,ORG,Samsung
3221,ORG,Comcast
3221,ORG,Comcast
3221,ORG,Newwave
3221,ORG,DirecTV
3221,ORG,DirecTV
3221,ORG,Newwave
3221,ORG,Newwave
3222,ORG,Comcast
3222,ORG,Comcast
3222,ORG,Comcast
3222,ORG,Comcast
3222,ORG,Comcast
3222,ORG,Comcast
3222,ORG,Comcast
3223,ORG,Comcast
3223,ORG,Comcast
3223,ORG,Comcast
3224,ORG,Comcast
3224,ORG,Comcast
3224,ORG,Comcast
3225,ORG,comcast
3225,ORG,comcast
3225,ORG,Verizon
3225,ORG,comcast
3226,ORG,Directv
3226,ORG,Comcast
3226,ORG,Century Link
3226,ORG,Directv
3226,ORG,Century Link
3226,ORG,Comcast
3227,ORG,Comcast
3227,ORG,Xfinity
3227,MISC,HDDVR
3227,MISC,X1 Platform
3227,ORG,Comcast
3228,ORG,Xfinity TV
3229,MISC,Internet
3229,ORG,Comquash
3229,ORG,Comcast
3230,ORG,Dish
3230,ORG,Comcast
3230,MISC,Internet
3230,ORG,dish
3230,ORG,Comcast
3230,ORG,h
3230,MISC,Internet
3230,ORG,Comcast
3230,ORG,Dish
3231,MISC,WiFi
3232,ORG,Comcast/Infinity
3232,MISC,MS
3232,ORG,N
3232,ORG,Juno
3232,ORG,Infinity
3232,ORG,Google
3232,ORG,FCC
3232,MISC,Internet
3232,ORG,Infinity
3232,ORG,Juno
3232,ORG,MSN
3232,ORG,Comcast
3233,ORG,Comcast
3234,ORG,Comcast
3234,ORG,Comcast
3234,ORG,Comcast
3235,MISC,Xfinity
3235,ORG,Comcast
3235,ORG,Comcast/Xfinity
3236,ORG,Federal Trade Commission
3236,ORG,Blast!
3236,ORG,Blast!
3236,ORG,Blast!
3236,ORG,Comcast
3237,ORG,Comcast
3237,ORG,Comcast
3238,ORG,Infiniti
3238,ORG,Comcast
3239,ORG,Comcast
3239,ORG,Comcast
3239,LOC,Northeast Avenue
3239,LOC,Northeast Philadelphia
3239,LOC,Langhorne
3239,LOC,Oxford Valley Mall
3239,ORG,Northeast Branch
3239,ORG,Comcast
3239,MISC,HBO-infused
3239,ORG,Comcast
3239,ORG,FCC
3239,ORG,Time Warner
3239,PER,Brian Roberts
3239,ORG,Verizon
3239,ORG,Comcast
3240,ORG,Comcast
3240,ORG,Directv
3240,ORG,AT&T
3241,ORG,Comcast
3241,ORG,Comcast
3241,ORG,Comcast
3241,PER,Janice
3241,PER,Jose
3241,ORG,Comcast
3242,MISC,Internet
3242,ORG,Comcast
3242,ORG,comcast
3242,ORG,comcast
3242,ORG,Comcast
3242,ORG,Comcast
3243,ORG,Comcast
3243,ORG,Xfinity
3243,MISC,X1
3243,PER,X
3243,MISC,Internet
3243,MISC,Internet
3243,ORG,Comcast
3244,ORG,Comcast
